,LOT,Date,Equipment,Die_Number,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Spray_Time_1,Spray_Time_2,Humidity,Temperature,Casting_Pressure,Pressure_Increase_Time,Short_Shot,Ejection_Pin_Burr,Soldering,Shrinkage,Stain,Corepin_Soldering,Crack
186,180102-021-0104,2018-01-02,021,0104,0.1,0.23,0.376,0.2,0.3,21.013,19.193,680,0.047,8,0,0,0,0,0,0
187,180102-021-0104,2018-01-02,021,0104,0.094,0.228,0.371,0.2,0.3,21.067,19.198,679,0.041,8,0,0,0,0,0,0
188,180102-021-0104,2018-01-02,021,0104,0.094,0.228,0.371,0.2,0.3,22.125,18.012,679,0.041,8,0,0,0,0,0,0
189,180102-021-0104,2018-01-02,021,0104,0.092,0.227,0.371,0.2,0.3,24.055,16.925,680,0.043,8,0,0,0,0,0,0
190,180102-021-0104,2018-01-02,021,0104,0.091,0.221,0.373,0.2,0.3,26.364,15.738,680,0.041,8,0,0,0,0,0,0
191,180102-021-0104,2018-01-02,021,0104,0.093,0.228,0.371,0.2,0.3,26.194,15.815,679,0.042,8,0,0,0,0,0,0
192,180102-021-0104,2018-01-02,021,0104,0.09,0.229,0.373,0.2,0.3,24.496,16.609,680,0.041,8,0,0,0,0,0,0
193,180102-021-0104,2018-01-02,021,0104,0.093,0.228,0.373,0.2,0.3,22.966,17.516,680,0.041,8,0,0,0,0,0,0
194,180102-021-0104,2018-01-02,021,0104,0.094,0.232,0.379,0.2,0.3,21.193,19.388,680,0.045,8,0,0,0,0,0,0
195,180102-021-0104,2018-01-02,021,0104,0.096,0.23,0.379,0.2,0.3,20.979,19.261,680,0.045,8,0,0,0,0,0,0
196,180102-021-0104,2018-01-02,021,0104,0.091,0.232,0.371,0.2,0.3,26.922,15.513,680,0.041,8,0,0,0,0,0,0
197,180102-021-0104,2018-01-02,021,0104,0.09,0.226,0.373,0.2,0.3,24.055,16.925,680,0.045,8,0,0,0,0,0,0
198,180102-021-0104,2018-01-02,021,0104,0.093,0.228,0.379,0.2,0.3,20.993,19.15,680,0.044,8,0,0,0,0,0,0
199,180102-021-0104,2018-01-02,021,0104,0.092,0.226,0.373,0.2,0.3,22.966,17.516,680,0.041,8,0,0,0,0,0,0
200,180102-021-0105,2018-01-02,021,0105,0.094,0.232,0.376,0.2,0.3,33.072,13.102,677,0.041,1,0,0,0,0,0,0
201,180102-021-0105,2018-01-02,021,0105,0.094,0.232,0.384,0.2,0.3,32.237,13.256,677,0.041,1,0,0,0,0,0,0
202,180102-021-0105,2018-01-02,021,0105,0.094,0.23,0.373,0.2,0.3,32.202,13.295,676,0.044,1,0,0,0,0,0,0
203,180102-021-0105,2018-01-02,021,0105,0.093,0.232,0.371,0.2,0.3,33.471,12.959,676,0.041,1,0,0,0,0,0,0
204,180102-021-0105,2018-01-02,021,0105,0.094,0.227,0.373,0.2,0.3,33.877,12.812,676,0.042,1,0,0,0,0,0,0
205,180102-021-0105,2018-01-02,021,0105,0.094,0.228,0.37,0.2,0.3,34.882,12.602,677,0.043,1,0,0,0,0,0,0
206,180102-021-0105,2018-01-02,021,0105,0.094,0.228,0.379,0.2,0.3,32.092,13.204,677,0.043,1,0,0,0,0,0,0
207,180102-021-0105,2018-01-02,021,0105,0.09,0.23,0.371,0.2,0.3,34.959,12.601,677,0.041,1,0,0,0,0,0,0
208,180102-021-0105,2018-01-02,021,0105,0.093,0.232,0.379,0.2,0.3,34.646,12.627,676,0.041,1,0,0,0,0,0,0
209,180102-021-0105,2018-01-02,021,0105,0.09,0.228,0.379,0.2,0.3,33.734,12.881,676,0.042,1,0,0,0,0,0,0
210,180102-021-0105,2018-01-02,021,0105,0.093,0.23,0.376,0.2,0.3,31.993,13.214,677,0.045,1,0,0,0,0,0,0
211,180102-021-0105,2018-01-02,021,0105,0.094,0.232,0.376,0.2,0.3,34.524,12.632,676,0.042,1,0,0,0,0,0,0
212,180102-021-0105,2018-01-02,021,0105,0.092,0.226,0.371,0.2,0.3,34.082,12.803,677,0.042,1,0,0,0,0,0,0
213,180102-021-0105,2018-01-02,021,0105,0.094,0.232,0.371,0.2,0.3,34.997,12.601,677,0.043,1,0,0,0,0,0,0
214,180102-021-0105,2018-01-02,021,0105,0.09,0.226,0.373,0.2,0.3,34.959,12.601,677,0.043,1,0,0,0,0,0,0
215,180102-021-0105,2018-01-02,021,0105,0.092,0.232,0.376,0.2,0.3,34.778,12.603,676,0.041,1,0,0,0,0,0,0
216,180102-021-0105,2018-01-02,021,0105,0.094,0.228,0.373,0.2,0.3,33.877,12.812,677,0.041,1,0,0,0,0,0,0
217,180102-021-0105,2018-01-02,021,0105,0.091,0.226,0.371,0.2,0.3,32.228,13.201,677,0.045,1,0,0,0,0,0,0
218,180102-021-0105,2018-01-02,021,0105,0.092,0.224,0.376,0.2,0.3,31.993,13.214,677,0.043,1,0,0,0,0,0,0
219,180102-021-0105,2018-01-02,021,0105,0.092,0.23,0.376,0.2,0.3,34.695,12.61,676,0.041,1,0,0,0,0,0,0
220,180102-021-0105,2018-01-02,021,0105,0.094,0.229,0.373,0.2,0.3,33.183,13.072,677,0.041,1,0,0,0,0,0,0
221,180102-021-0105,2018-01-02,021,0105,0.094,0.228,0.373,0.2,0.3,32.205,13.265,677,0.041,1,0,0,0,0,0,0
222,180102-021-0105,2018-01-02,021,0105,0.096,0.232,0.373,0.2,0.3,32.237,13.256,677,0.044,1,0,0,0,0,0,0
223,180102-021-0105,2018-01-02,021,0105,0.088,0.226,0.371,0.2,0.3,34.695,12.61,677,0.043,1,0,0,0,0,0,0
224,180102-021-0105,2018-01-02,021,0105,0.094,0.232,0.371,0.2,0.3,34.882,12.602,676,0.041,1,0,0,0,0,0,0
225,180102-021-0105,2018-01-02,021,0105,0.09,0.232,0.379,0.2,0.3,33.471,12.959,677,0.041,1,0,0,0,0,0,0
226,180102-021-0105,2018-01-02,021,0105,0.094,0.228,0.368,0.2,0.3,32.742,13.124,677,0.043,1,0,0,0,0,0,0
227,180102-021-0105,2018-01-02,021,0105,0.093,0.229,0.379,0.2,0.3,35.257,12.601,677,0.041,1,0,0,0,0,0,0
228,180102-021-0105,2018-01-02,021,0105,0.096,0.229,0.368,0.2,0.3,32.237,13.256,677,0.041,1,0,0,0,0,0,0
229,180102-021-0105,2018-01-02,021,0105,0.094,0.23,0.376,0.2,0.3,33.877,12.812,677,0.043,1,0,0,0,0,0,0
230,180102-021-0105,2018-01-02,021,0105,0.091,0.228,0.373,0.2,0.3,34.959,12.601,677,0.042,1,0,0,0,0,0,0
231,180102-021-0105,2018-01-02,021,0105,0.096,0.226,0.368,0.2,0.3,34.666,12.671,676,0.041,1,0,0,0,0,0,0
232,180102-021-0105,2018-01-02,021,0105,0.094,0.228,0.368,0.2,0.3,32.742,13.124,677,0.043,1,0,0,0,0,0,0
233,180102-021-0105,2018-01-02,021,0105,0.094,0.229,0.373,0.2,0.3,35.257,12.601,677,0.041,1,0,0,0,0,0,0
234,180102-021-0105,2018-01-02,021,0105,0.088,0.226,0.368,0.2,0.3,34.646,12.627,676,0.041,1,0,0,0,0,0,0
235,180102-021-0105,2018-01-02,021,0105,0.09,0.224,0.371,0.2,0.3,33.471,12.959,678,0.041,1,0,0,0,0,0,0
236,180102-021-0105,2018-01-02,021,0105,0.09,0.224,0.371,0.2,0.3,33.589,12.907,678,0.041,1,0,0,0,0,0,0
237,180102-021-0105,2018-01-02,021,0105,0.09,0.23,0.368,0.2,0.3,33.341,13.01,677,0.041,1,0,0,0,0,0,0
238,180102-021-0105,2018-01-02,021,0105,0.091,0.228,0.373,0.2,0.3,34.959,12.601,677,0.041,1,0,0,0,0,0,0
239,180102-021-0105,2018-01-02,021,0105,0.094,0.234,0.373,0.2,0.3,34.646,12.627,677,0.041,1,0,0,0,0,0,0
240,180102-021-0105,2018-01-02,021,0105,0.09,0.227,0.371,0.2,0.3,32.948,13.105,678,0.041,1,0,0,0,0,0,0
241,180102-021-0105,2018-01-02,021,0105,0.093,0.228,0.373,0.2,0.3,32.742,13.124,677,0.041,1,0,0,0,0,0,0
242,180102-021-0105,2018-01-02,021,0105,0.094,0.226,0.376,0.2,0.3,32.205,13.265,677,0.043,1,0,0,0,0,0,0
243,180102-021-0105,2018-01-02,021,0105,0.094,0.229,0.373,0.2,0.3,33.183,13.072,677,0.041,1,0,0,0,0,0,0
244,180102-021-0105,2018-01-02,021,0105,0.092,0.227,0.373,0.2,0.3,32.092,13.204,677,0.041,1,0,0,0,0,0,0
245,180102-021-0105,2018-01-02,021,0105,0.091,0.228,0.373,0.2,0.3,32.191,13.202,678,0.045,1,0,0,0,0,0,0
246,180102-021-0105,2018-01-02,021,0105,0.094,0.23,0.371,0.2,0.3,35.257,12.601,678,0.045,1,0,0,0,0,0,0
247,180102-021-0105,2018-01-02,021,0105,0.09,0.226,0.368,0.2,0.3,32.202,13.295,677,0.043,1,0,0,0,0,0,0
248,180102-021-0105,2018-01-02,021,0105,0.092,0.232,0.371,0.2,0.3,34.082,12.803,677,0.043,1,0,0,0,0,0,0
249,180102-021-0105,2018-01-02,021,0105,0.094,0.232,0.373,0.2,0.3,32.092,13.204,678,0.041,1,0,0,0,0,0,0
250,180102-022-0101,2018-01-02,022,0101,0.109,0.226,0.373,0.2,0.3,20.703,16.249,679,0.042,3,0,0,0,0,0,0
251,180102-022-0101,2018-01-02,022,0101,0.114,0.222,0.368,0.2,0.3,20.703,16.249,679,0.043,3,0,0,0,0,0,0
252,180102-022-0101,2018-01-02,022,0101,0.099,0.224,0.368,0.2,0.3,21.613,16.871,679,0.041,3,0,0,0,0,0,0
253,180102-022-0101,2018-01-02,022,0101,0.114,0.222,0.368,0.2,0.3,20.703,16.249,679,0.043,3,0,0,0,0,0,0
254,180102-022-0101,2018-01-02,022,0101,0.102,0.226,0.379,0.2,0.3,21.812,17.026,680,0.041,3,0,0,0,0,0,0
255,180102-022-0101,2018-01-02,022,0101,0.11,0.226,0.373,0.2,0.3,21.686,16.897,680,0.043,3,0,0,0,0,0,0
256,180102-022-0101,2018-01-02,022,0101,0.098,0.227,0.379,0.2,0.3,21.739,16.934,680,0.041,3,0,0,0,0,0,0
257,180102-022-0101,2018-01-02,022,0101,0.091,0.226,0.373,0.2,0.3,20.645,17.464,680,0.043,3,0,0,0,0,0,0
258,180102-022-0101,2018-01-02,022,0101,0.098,0.23,0.379,0.2,0.3,21.753,17.091,679,0.045,3,0,0,0,0,0,0
259,180102-022-0101,2018-01-02,022,0101,0.106,0.226,0.371,0.2,0.3,20.914,16.495,680,0.041,3,0,0,0,0,0,0
260,180102-022-0101,2018-01-02,022,0101,0.098,0.229,0.379,0.2,0.3,21.753,17.091,680,0.041,3,0,0,0,0,0,0
261,180102-022-0101,2018-01-02,022,0101,0.101,0.228,0.376,0.2,0.3,20.858,17.499,680,0.041,3,0,0,0,0,0,0
262,180102-022-0101,2018-01-02,022,0101,0.116,0.22,0.373,0.2,0.3,20.342,15.943,679,0.043,3,0,0,0,0,0,0
263,180102-022-0101,2018-01-02,022,0101,0.098,0.226,0.379,0.2,0.3,20.92,16.399,681,0.041,3,0,0,0,0,0,0
264,180102-022-0101,2018-01-02,022,0101,0.094,0.222,0.368,0.2,0.3,20.634,16.198,679,0.041,3,0,0,0,0,0,0
265,180102-022-0101,2018-01-02,022,0101,0.094,0.226,0.371,0.2,0.3,21.089,17.49,680,0.041,3,0,0,0,0,0,0
266,180102-022-0101,2018-01-02,022,0101,0.102,0.224,0.371,0.2,0.3,21.127,16.695,678,0.041,3,0,0,0,0,0,0
267,180102-022-0101,2018-01-02,022,0101,0.086,0.222,0.368,0.2,0.3,20.92,16.399,680,0.045,3,0,0,0,0,0,0
268,180102-022-0101,2018-01-02,022,0101,0.096,0.232,0.368,0.2,0.3,20.949,17.497,680,0.041,3,0,0,0,0,0,0
269,180102-022-0101,2018-01-02,022,0101,0.107,0.222,0.373,0.2,0.3,21.073,16.557,680,0.041,3,0,0,0,0,0,0
270,180102-022-0101,2018-01-02,022,0101,0.099,0.224,0.376,0.2,0.3,21.481,17.339,680,0.041,3,0,0,0,0,0,0
271,180102-022-0101,2018-01-02,022,0101,0.094,0.23,0.376,0.2,0.3,21.908,17.098,680,0.041,3,0,0,0,0,0,0
272,180102-022-0101,2018-01-02,022,0101,0.11,0.228,0.373,0.2,0.3,21.613,16.871,679,0.043,3,0,0,0,0,0,0
273,180102-022-0101,2018-01-02,022,0101,0.094,0.232,0.373,0.2,0.3,20.457,17.423,680,0.045,3,0,0,0,0,0,0
274,180102-022-0101,2018-01-02,022,0101,0.098,0.23,0.376,0.2,0.3,20.949,17.497,680,0.043,3,0,0,0,0,0,0
275,180102-022-0101,2018-01-02,022,0101,0.118,0.224,0.371,0.2,0.3,20.914,16.495,679,0.041,3,0,0,0,0,0,0
276,180102-022-0101,2018-01-02,022,0101,0.088,0.224,0.371,0.2,0.3,20.343,15.899,679,0.041,3,0,0,0,0,0,0
277,180102-022-0101,2018-01-02,022,0101,0.098,0.226,0.379,0.2,0.3,21.334,17.391,680,0.042,3,0,0,0,0,0,0
278,180102-022-0101,2018-01-02,022,0101,0.112,0.224,0.368,0.2,0.3,20.687,16.006,678,0.041,3,0,0,0,0,0,0
279,180102-022-0101,2018-01-02,022,0101,0.1,0.224,0.368,0.2,0.3,20.914,16.495,679,0.041,3,0,0,0,0,0,0
280,180102-022-0101,2018-01-02,022,0101,0.106,0.224,0.371,0.2,0.3,21.253,16.706,679,0.041,3,0,0,0,0,0,0
281,180102-022-0101,2018-01-02,022,0101,0.12,0.222,0.371,0.2,0.3,20.558,15.998,678,0.041,3,0,0,0,0,0,0
282,180102-022-0101,2018-01-02,022,0101,0.096,0.23,0.373,0.2,0.3,20.736,17.499,680,0.041,3,0,0,0,0,0,0
283,180102-022-0101,2018-01-02,022,0101,0.11,0.222,0.373,0.2,0.3,20.62,16.199,680,0.041,3,0,0,0,0,0,0
284,180102-022-0101,2018-01-02,022,0101,0.098,0.228,0.376,0.2,0.3,21.127,16.695,679,0.041,3,0,0,0,0,0,0
285,180102-022-0101,2018-01-02,022,0101,0.098,0.224,0.373,0.2,0.3,21.218,16.698,679,0.043,3,0,0,0,0,0,0
286,180102-022-0101,2018-01-02,022,0101,0.104,0.224,0.373,0.2,0.3,20.634,16.198,680,0.043,3,0,0,0,0,0,0
287,180102-022-0101,2018-01-02,022,0101,0.091,0.228,0.371,0.2,0.3,21.665,16.899,680,0.041,3,0,0,0,0,0,0
288,180102-022-0101,2018-01-02,022,0101,0.1,0.23,0.379,0.2,0.3,21.739,16.934,680,0.041,3,0,0,0,0,0,0
289,180102-022-0101,2018-01-02,022,0101,0.104,0.224,0.373,0.2,0.3,20.987,16.672,678,0.041,3,0,0,0,0,0,0
290,180102-022-0101,2018-01-02,022,0101,0.106,0.226,0.371,0.2,0.3,21.253,16.706,680,0.043,3,0,0,0,0,0,0
291,180102-022-0101,2018-01-02,022,0101,0.091,0.23,0.379,0.2,0.3,21.334,17.391,680,0.041,3,0,0,0,0,0,0
292,180102-022-0101,2018-01-02,022,0101,0.118,0.224,0.371,0.2,0.3,20.998,16.399,679,0.043,3,0,0,0,0,0,0
293,180102-022-0101,2018-01-02,022,0101,0.118,0.222,0.373,0.2,0.3,20.53,16.393,679,0.043,3,0,0,0,0,0,0
294,180102-022-0101,2018-01-02,022,0101,0.114,0.222,0.368,0.2,0.3,20.742,16.465,680,0.041,3,0,0,0,0,0,0
295,180102-022-0101,2018-01-02,022,0101,0.112,0.224,0.371,0.2,0.3,20.672,16.293,679,0.045,3,0,0,0,0,0,0
296,180102-022-0101,2018-01-02,022,0101,0.118,0.22,0.373,0.2,0.3,20.62,16.199,680,0.041,3,0,0,0,0,0,0
297,180102-022-0101,2018-01-02,022,0101,0.092,0.226,0.376,0.2,0.3,20.457,17.423,680,0.041,3,0,0,0,0,0,0
298,180102-022-0101,2018-01-02,022,0101,0.108,0.227,0.373,0.2,0.3,21.908,17.098,680,0.041,3,0,0,0,0,0,0
299,180102-022-0101,2018-01-02,022,0101,0.107,0.222,0.373,0.2,0.3,21.01,16.594,679,0.041,3,0,0,0,0,0,0
300,180102-022-0102,2018-01-02,022,0102,0.1,0.232,0.376,0.2,0.3,20.914,17.101,679,0.041,9,0,0,0,0,0,0
301,180102-022-0102,2018-01-02,022,0102,0.098,0.232,0.376,0.2,0.3,21.001,17.007,679,0.042,9,0,0,0,0,0,0
302,180102-022-0102,2018-01-02,022,0102,0.1,0.23,0.373,0.2,0.3,21.031,17.078,680,0.043,9,0,0,0,0,0,0
303,180102-022-0102,2018-01-02,022,0102,0.098,0.232,0.371,0.2,0.3,21.098,17.071,679,0.043,9,0,0,0,0,0,0
304,180102-022-0102,2018-01-02,022,0102,0.094,0.228,0.376,0.2,0.3,21.099,17.096,679,0.044,9,0,0,0,0,0,0
305,180102-022-0102,2018-01-02,022,0102,0.096,0.232,0.379,0.2,0.3,20.958,17.042,679,0.045,9,0,0,0,0,0,0
306,180102-022-0102,2018-01-02,022,0102,0.09,0.228,0.379,0.2,0.3,21.094,17.099,679,0.041,9,0,0,0,0,0,0
307,180102-022-0102,2018-01-02,022,0102,0.094,0.228,0.376,0.2,0.3,21.083,17.099,679,0.041,9,0,0,0,0,0,0
308,180102-022-0102,2018-01-02,022,0102,0.091,0.23,0.373,0.2,0.3,21.078,17.099,680,0.043,9,0,0,0,0,0,0
309,180102-022-0102,2018-01-02,022,0102,0.094,0.232,0.379,0.2,0.3,21.001,17.143,679,0.044,9,0,0,0,0,0,0
310,180102-022-0102,2018-01-02,022,0102,0.092,0.228,0.376,0.2,0.3,21.099,17.068,679,0.043,9,0,0,0,0,0,0
311,180102-022-0102,2018-01-02,022,0102,0.096,0.229,0.376,0.2,0.3,20.793,17.101,680,0.041,9,0,0,0,0,0,0
312,180102-022-0102,2018-01-02,022,0102,0.1,0.23,0.373,0.2,0.3,20.745,17.102,680,0.041,9,0,0,0,0,0,0
313,180102-022-0102,2018-01-02,022,0102,0.094,0.232,0.371,0.2,0.3,21.099,17.081,680,0.044,9,0,0,0,0,0,0
314,180102-022-0102,2018-01-02,022,0102,0.088,0.224,0.368,0.2,0.3,21.001,17.134,679,0.041,9,0,0,0,0,0,0
315,180102-022-0102,2018-01-02,022,0102,0.093,0.228,0.373,0.2,0.3,21.12,17.083,680,0.043,9,0,0,0,0,0,0
316,180102-022-0102,2018-01-02,022,0102,0.09,0.232,0.373,0.2,0.3,21.096,17.091,679,0.042,9,0,0,0,0,0,0
317,180102-022-0102,2018-01-02,022,0102,0.106,0.232,0.376,0.2,0.3,21.099,17.098,679,0.043,9,0,0,0,0,0,0
318,180102-022-0102,2018-01-02,022,0102,0.094,0.234,0.368,0.2,0.3,21.002,17.106,679,0.045,9,0,0,0,0,0,0
319,180102-022-0102,2018-01-02,022,0102,0.094,0.23,0.373,0.2,0.3,21.007,17.003,679,0.041,9,0,0,0,0,0,0
320,180102-022-0102,2018-01-02,022,0102,0.094,0.226,0.376,0.2,0.3,20.793,17.101,679,0.041,9,0,0,0,0,0,0
321,180102-022-0102,2018-01-02,022,0102,0.094,0.228,0.371,0.2,0.3,21.102,17.099,679,0.044,9,0,0,0,0,0,0
322,180102-022-0102,2018-01-02,022,0102,0.098,0.232,0.368,0.2,0.3,21.099,17.099,678,0.041,9,0,0,0,0,0,0
323,180102-022-0102,2018-01-02,022,0102,0.096,0.23,0.376,0.2,0.3,21.001,17.191,679,0.045,9,0,0,0,0,0,0
324,180102-022-0102,2018-01-02,022,0102,0.098,0.232,0.379,0.2,0.3,21.005,17.083,680,0.041,9,0,0,0,0,0,0
325,180102-022-0102,2018-01-02,022,0102,0.094,0.232,0.376,0.2,0.3,21.001,17.007,679,0.042,9,0,0,0,0,0,0
326,180102-022-0102,2018-01-02,022,0102,0.096,0.226,0.365,0.2,0.3,21.001,17.191,679,0.042,9,0,0,0,0,0,0
327,180102-022-0102,2018-01-02,022,0102,0.094,0.23,0.376,0.2,0.3,21.007,17.003,680,0.043,9,0,0,0,0,0,0
328,180102-022-0102,2018-01-02,022,0102,0.096,0.23,0.373,0.2,0.3,21.099,17.096,679,0.043,9,0,0,0,0,0,0
329,180102-022-0102,2018-01-02,022,0102,0.093,0.229,0.376,0.2,0.3,21.078,17.099,679,0.043,9,0,0,0,0,0,0
330,180102-022-0102,2018-01-02,022,0102,0.101,0.229,0.381,0.2,0.3,20.914,17.101,680,0.041,9,0,0,0,0,0,0
331,180102-022-0102,2018-01-02,022,0102,0.096,0.232,0.373,0.2,0.3,20.923,17.091,679,0.043,9,0,0,0,0,0,0
332,180102-022-0102,2018-01-02,022,0102,0.091,0.23,0.373,0.2,0.3,21.099,17.098,680,0.044,9,0,0,0,0,0,0
333,180102-022-0102,2018-01-02,022,0102,0.096,0.23,0.373,0.2,0.3,20.793,17.101,680,0.041,9,0,0,0,0,0,0
334,180102-022-0102,2018-01-02,022,0102,0.094,0.228,0.371,0.2,0.3,21.096,17.091,679,0.045,9,0,0,0,0,0,0
335,180102-022-0102,2018-01-02,022,0102,0.094,0.23,0.373,0.2,0.3,21.096,17.091,679,0.041,9,0,0,0,0,0,0
336,180102-022-0102,2018-01-02,022,0102,0.096,0.23,0.376,0.2,0.3,21.095,17.008,680,0.043,9,0,0,0,0,0,0
337,180102-022-0102,2018-01-02,022,0102,0.096,0.23,0.373,0.2,0.3,21.001,17.143,679,0.043,9,0,0,0,0,0,0
338,180102-022-0102,2018-01-02,022,0102,0.096,0.229,0.371,0.2,0.3,21.066,17.002,680,0.044,9,0,0,0,0,0,0
339,180102-022-0102,2018-01-02,022,0102,0.099,0.23,0.376,0.2,0.3,20.793,17.101,680,0.041,9,0,0,0,0,0,0
340,180102-022-0102,2018-01-02,022,0102,0.104,0.229,0.379,0.2,0.3,20.905,17.098,679,0.041,9,0,0,0,0,0,0
341,180102-022-0102,2018-01-02,022,0102,0.094,0.23,0.379,0.2,0.3,20.905,17.098,680,0.043,9,0,0,0,0,0,0
342,180102-022-0102,2018-01-02,022,0102,0.099,0.226,0.376,0.2,0.3,21.004,17.065,679,0.041,9,0,0,0,0,0,0
343,180102-022-0102,2018-01-02,022,0102,0.091,0.232,0.373,0.2,0.3,21.012,17.099,679,0.045,9,0,0,0,0,0,0
344,180102-022-0102,2018-01-02,022,0102,0.091,0.228,0.379,0.2,0.3,21.002,17.106,679,0.041,9,0,0,0,0,0,0
345,180102-022-0102,2018-01-02,022,0102,0.092,0.228,0.376,0.2,0.3,20.923,17.091,679,0.041,9,0,0,0,0,0,0
346,180102-022-0102,2018-01-02,022,0102,0.094,0.234,0.379,0.2,0.3,21.099,17.081,679,0.041,9,0,0,0,0,0,0
347,180102-022-0102,2018-01-02,022,0102,0.098,0.228,0.376,0.2,0.3,21.066,17.002,679,0.043,9,0,0,0,0,0,0
348,180102-022-0102,2018-01-02,022,0102,0.094,0.228,0.373,0.2,0.3,21.099,17.096,679,0.044,9,0,0,0,0,0,0
349,180102-022-0102,2018-01-02,022,0102,0.09,0.23,0.368,0.2,0.3,21.001,17.143,679,0.042,9,0,0,0,0,0,0
350,180102-022-0103,2018-01-02,022,0103,0.092,0.224,0.373,0.2,0.3,20.298,18.706,679,0.043,7,0,0,0,0,0,0
351,180102-022-0103,2018-01-02,022,0103,0.083,0.222,0.37,0.2,0.3,20.01,18.205,677,0.043,7,0,0,0,0,0,0
352,180102-022-0103,2018-01-02,022,0103,0.114,0.222,0.376,0.2,0.3,20.115,18.113,680,0.043,7,0,0,0,0,0,0
353,180102-022-0103,2018-01-02,022,0103,0.092,0.222,0.365,0.2,0.3,20.081,18.597,679,0.043,7,0,0,0,0,0,0
354,180102-022-0103,2018-01-02,022,0103,0.092,0.229,0.373,0.2,0.3,20.606,18.893,677,0.044,7,0,0,0,0,0,0
355,180102-022-0103,2018-01-02,022,0103,0.093,0.227,0.376,0.2,0.3,20.064,18.588,679,0.043,7,0,0,0,0,0,0
356,180102-022-0103,2018-01-02,022,0103,0.101,0.226,0.371,0.2,0.3,20.064,18.588,678,0.044,7,0,0,0,0,0,0
357,180102-022-0103,2018-01-02,022,0103,0.092,0.232,0.373,0.2,0.3,20.996,18.999,679,0.044,7,0,0,0,0,0,0
358,180102-022-0103,2018-01-02,022,0103,0.094,0.228,0.376,0.2,0.3,20.855,18.999,679,0.044,7,0,0,0,0,0,0
359,180102-022-0103,2018-01-02,022,0103,0.091,0.226,0.371,0.2,0.3,20.692,18.999,679,0.045,7,0,0,0,0,0,0
360,180102-022-0103,2018-01-02,022,0103,0.112,0.222,0.365,0.2,0.3,20.229,18.021,680,0.041,7,0,0,0,0,0,0
361,180102-022-0103,2018-01-02,022,0103,0.091,0.228,0.371,0.2,0.3,20.949,19.006,680,0.044,7,0,0,0,0,0,0
362,180102-022-0103,2018-01-02,022,0103,0.091,0.229,0.376,0.2,0.3,20.881,19.098,679,0.043,7,0,0,0,0,0,0
363,180102-022-0103,2018-01-02,022,0103,0.088,0.228,0.376,0.2,0.3,20.616,18.898,680,0.041,7,0,0,0,0,0,0
364,180102-022-0103,2018-01-02,022,0103,0.09,0.226,0.371,0.2,0.3,20.881,19.098,680,0.043,7,0,0,0,0,0,0
365,180102-022-0103,2018-01-02,022,0103,0.092,0.226,0.373,0.2,0.3,20.855,19.134,679,0.041,7,0,0,0,0,0,0
366,180102-022-0103,2018-01-02,022,0103,0.094,0.232,0.373,0.2,0.3,20.907,19.065,679,0.043,7,0,0,0,0,0,0
367,180102-022-0103,2018-01-02,022,0103,0.094,0.23,0.373,0.2,0.3,20.546,18.842,679,0.043,7,0,0,0,0,0,0
368,180102-022-0103,2018-01-02,022,0103,0.1,0.228,0.371,0.2,0.3,19.946,18.514,679,0.045,7,0,0,0,0,0,0
369,180102-022-0103,2018-01-02,022,0103,0.092,0.23,0.379,0.2,0.3,20.907,19.065,680,0.043,7,0,0,0,0,0,0
370,180102-022-0103,2018-01-02,022,0103,0.084,0.222,0.371,0.2,0.3,19.967,18.286,680,0.043,7,0,0,0,0,0,0
371,180102-022-0103,2018-01-02,022,0103,0.088,0.232,0.368,0.2,0.3,20.98,18.999,679,0.045,7,0,0,0,0,0,0
372,180102-022-0103,2018-01-02,022,0103,0.096,0.235,0.379,0.2,0.3,20.903,19.095,679,0.043,7,0,0,0,0,0,0
373,180102-022-0103,2018-01-02,022,0103,0.086,0.229,0.368,0.2,0.3,19.71,18.299,678,0.043,7,0,0,0,0,0,0
374,180102-022-0103,2018-01-02,022,0103,0.086,0.226,0.373,0.2,0.3,20.299,18.772,680,0.045,7,0,0,0,0,0,0
375,180102-022-0103,2018-01-02,022,0103,0.094,0.228,0.371,0.2,0.3,20.298,18.706,678,0.044,7,0,0,0,0,0,0
376,180102-022-0103,2018-01-02,022,0103,0.092,0.229,0.371,0.2,0.3,20.064,18.588,678,0.043,7,0,0,0,0,0,0
377,180102-022-0103,2018-01-02,022,0103,0.106,0.222,0.368,0.2,0.3,19.806,18.299,680,0.045,7,0,0,0,0,0,0
378,180102-022-0103,2018-01-02,022,0103,0.088,0.226,0.373,0.2,0.3,20.606,18.893,681,0.043,7,0,0,0,0,0,0
379,180102-022-0103,2018-01-02,022,0103,0.09,0.23,0.379,0.2,0.3,20.881,19.098,679,0.042,7,0,0,0,0,0,0
380,180102-022-0103,2018-01-02,022,0103,0.092,0.232,0.379,0.2,0.3,20.176,18.621,679,0.042,7,0,0,0,0,0,0
381,180102-022-0103,2018-01-02,022,0103,0.09,0.23,0.373,0.2,0.3,19.779,18.39,679,0.041,7,0,0,0,0,0,0
382,180102-022-0103,2018-01-02,022,0103,0.091,0.226,0.368,0.2,0.3,19.897,18.494,679,0.042,7,0,0,0,0,0,0
